,type,this_epoch,total_epochs,batch_num,loss
2,epoch,1,50,2,19751.018
5,epoch,2,50,2,17909.34
8,epoch,3,50,2,17128.309
11,epoch,4,50,2,16436.13
14,epoch,5,50,2,15034.299
17,epoch,6,50,2,13215.336
20,epoch,7,50,2,11205.978
23,epoch,8,50,2,9574.456
26,epoch,9,50,2,8812.205
29,epoch,10,50,2,7841.948
32,epoch,11,50,2,6618.3174
35,epoch,12,50,2,5821.867
38,epoch,13,50,2,5582.0317
41,epoch,14,50,2,5348.2905
44,epoch,15,50,2,4785.3887
47,epoch,16,50,2,4230.091
50,epoch,17,50,2,3941.731
53,epoch,18,50,2,3747.477
56,epoch,19,50,2,3486.1914
59,epoch,20,50,2,3197.9502
62,epoch,21,50,2,2934.6553
65,epoch,22,50,2,2695.2686
68,epoch,23,50,2,2487.539
71,epoch,24,50,2,2285.2053
74,epoch,25,50,2,2125.771
77,epoch,26,50,2,1986.3877
80,epoch,27,50,2,1893.7787
83,epoch,28,50,2,1794.0906
86,epoch,29,50,2,1681.5713
89,epoch,30,50,2,1557.562
92,epoch,31,50,2,1461.9662
95,epoch,32,50,2,1381.113
98,epoch,33,50,2,1315.6984
101,epoch,34,50,2,1269.6633
104,epoch,35,50,2,1200.361
107,epoch,36,50,2,1124.5786
110,epoch,37,50,2,1072.7283
113,epoch,38,50,2,1046.7899
116,epoch,39,50,2,1028.4229
119,epoch,40,50,2,953.81006
122,epoch,41,50,2,934.2335
125,epoch,42,50,2,901.21545
128,epoch,43,50,2,866.5858
131,epoch,44,50,2,865.9849
134,epoch,45,50,2,834.3224
137,epoch,46,50,2,850.0016
140,epoch,47,50,2,784.54016
143,epoch,48,50,2,791.7088
146,epoch,49,50,2,791.0761
149,epoch,50,50,2,790.068
