Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.79
moral,0.8,0.75,0.44,0.08
verw,0.89,0.79,0.46,0.01
sparkont,1.0,1.0,1.0,0.89
beszeit,0.94,0.93,0.77,0.2
rate,0.93,0.93,0.78,0.37
famges,1.0,1.0,0.98,0.73
buerge,0.28,0.36,0.12,0.04
wohnzeit,0.94,0.93,0.79,0.32
verm,1.0,1.0,0.99,0.79
weitkred,0.47,0.53,0.23,0.06
wohn,1.0,1.0,1.0,0.91
bishkred,0.66,0.58,0.32,0.01
beruf,0.73,0.7,0.4,0.02
pers,0.56,0.65,0.39,0.2
telef,0.96,0.97,0.93,0.67
gastarb,1.0,1.0,1.0,0.91
kredit,0.8,0.85,0.66,0.38
