Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.78
moral,0.79,0.76,0.43,0.08
verw,0.89,0.78,0.47,0.0
sparkont,1.0,1.0,0.99,0.8
beszeit,0.94,0.91,0.75,0.15
rate,0.9,0.9,0.7,0.27
famges,1.0,1.0,0.99,0.77
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.93,0.92,0.76,0.28
verm,1.0,1.0,0.99,0.83
weitkred,0.58,0.61,0.31,0.06
wohn,0.99,1.0,0.99,0.8
bishkred,0.65,0.58,0.31,0.03
beruf,0.73,0.72,0.4,0.04
pers,0.6,0.69,0.43,0.23
telef,0.97,0.98,0.93,0.69
gastarb,0.98,0.99,0.97,0.78
kredit,0.85,0.89,0.74,0.44
