Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.76,0.19
moral,0.79,0.75,0.42,0.07
verw,0.87,0.74,0.41,0.0
sparkont,0.76,0.76,0.39,0.11
beszeit,0.94,0.92,0.77,0.16
rate,0.92,0.92,0.75,0.32
famges,0.78,0.76,0.47,0.1
buerge,0.29,0.37,0.12,0.06
wohnzeit,0.94,0.94,0.8,0.35
verm,0.98,0.98,0.93,0.49
weitkred,0.5,0.56,0.25,0.07
wohn,0.73,0.77,0.47,0.18
bishkred,0.67,0.61,0.34,0.04
beruf,0.71,0.67,0.38,0.01
pers,0.63,0.71,0.46,0.24
telef,0.97,0.98,0.94,0.7
gastarb,0.37,0.48,0.23,0.12
kredit,0.83,0.88,0.72,0.42
