value,frequency,column
 Private,0.738613286916159,work_class
 Self-emp-not-inc,0.11629159932031995,work_class
 State-gov,0.0463757304488375,work_class
 Self-emp-inc,0.03269924157652617,work_class
 Local-gov,0.0319532512744001,work_class
 Federal-gov,0.03087570972688466,work_class
 Without-pay,0.003191180736872643,work_class
 HS-grad,0.333126113804965,education
 Some-college,0.20904306021799493,education
 Bachelors,0.17344274524431183,education
 Masters,0.06378217083177919,education
 11th,0.04248000331551245,education
 Assoc-voc,0.0398690372580712,education
 Assoc-acdm,0.025488001989307472,education
 7th-8th,0.023167143271581914,education
 Prof-school,0.021509387044635085,education
 9th,0.019520079572298895,education
 5th-6th,0.013800820589332338,education
 Doctorate,0.01152140577728045,education
 10th,0.010402420324091343,education
 12th,0.009780761738986283,education
 1st-4th,0.002237970906378217,education
 Preschool,0.0008288781134734137,education
 Married-civ-spouse,0.481370964399685,marital_status
 Never-married,0.30767955572133115,marital_status
 Divorced,0.1617555638443367,marital_status
 Widowed,0.023291474988602925,marital_status
 Married-spouse-absent,0.016080235401384226,marital_status
 Separated,0.009822205644659953,marital_status
 Craft-repair,0.1665630569024825,occupation
 Sales,0.15147747523726637,occupation
 Other-service,0.12955364913589457,occupation
 Exec-managerial,0.10485308135438684,occupation
 Adm-clerical,0.10133034937212483,occupation
 Prof-specialty,0.09573542210617929,occupation
 Machine-op-inspct,0.06332628786936881,occupation
 Transport-moving,0.05565916531973973,occupation
 Handlers-cleaners,0.035351651539641094,occupation
 Tech-support,0.0333623440673049,occupation
 Farming-fishing,0.03249202204815782,occupation
 Protective-serv,0.023291474988602925,occupation
 Priv-house-serv,0.004310166190061752,occupation
 Armed-Forces,0.002693853868788595,occupation
 Husband,0.4532305524472626,relationship
 Not-in-family,0.23913133573707987,relationship
 Own-child,0.14778896763230967,relationship
 Unmarried,0.11910978490612956,relationship
 Wife,0.031621700029010734,relationship
 Other-relative,0.009117659248207552,relationship
 White,0.38124248829209667,race
 Black,0.16370342741099922,race
 Asian-Pac-Islander,0.1552488706535704,race
 Other,0.15193335819967674,race
 Amer-Indian-Eskimo,0.147871855443657,race
 Male,0.581043557544863,sex
 Female,0.41895644245513697,sex
 United-States,0.2196284932415623,native_country
 Mexico,0.025914254913342732,native_country
 Puerto-Rico,0.02263869309229621,native_country
 Jamaica,0.022265527821544076,native_country
 Germany,0.021933825358653288,native_country
 Italy,0.021933825358653288,native_country
 Columbia,0.0216021228957625,native_country
 Philippines,0.021560660087901154,native_country
 Peru,0.021560660087901154,native_country
 England,0.021477734472178454,native_country
 Cuba,0.02139480885645576,native_country
 Ecuador,0.021311883240733062,native_country
 India,0.02114603200928767,native_country
 El-Salvador,0.021063106393564974,native_country
 Yugoslavia,0.020772866738535532,native_country
 Guatemala,0.020731403930674186,native_country
 South,0.02060701550709014,native_country
 Scotland,0.02056555269922879,native_country
 Portugal,0.020482627083506094,native_country
 Canada,0.02035823865992205,native_country
 Greece,0.020275313044199352,native_country
 France,0.02015092462061531,native_country
 Hong,0.02015092462061531,native_country
 Nicaragua,0.02010946181275396,native_country
 Dominican-Republic,0.019985073389169914,native_country
 Ireland,0.019985073389169914,native_country
 Iran,0.019694833734140476,native_country
 Honduras,0.019694833734140476,native_country
 Japan,0.019653370926279126,native_country
 Outlying-US(Guam-USVI-etc),0.01957044531055643,native_country
 Haiti,0.01957044531055643,native_country
 Taiwan,0.019528982502695084,native_country
 Poland,0.019363131271249688,native_country
 Thailand,0.019321668463388342,native_country
 Cambodia,0.0191143544240816,native_country
 China,0.01907289161622025,native_country
 Vietnam,0.018865577576913508,native_country
 Trinadad&Tobago,0.018658263537606766,native_country
 Hungary,0.018285098266854632,native_country
 <=50K,0.7369555306892122,income
 >50K,0.26304446931078784,income
