Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.95,0.93,0.81,0.26
moral,0.79,0.75,0.43,0.06
verw,0.9,0.8,0.5,0.0
sparkont,0.76,0.76,0.39,0.11
beszeit,0.95,0.93,0.79,0.2
rate,0.89,0.9,0.68,0.28
famges,0.83,0.8,0.54,0.13
buerge,0.29,0.36,0.12,0.04
wohnzeit,0.92,0.92,0.75,0.28
verm,0.99,0.99,0.96,0.62
weitkred,0.48,0.53,0.24,0.04
wohn,0.72,0.75,0.46,0.15
bishkred,0.66,0.58,0.32,0.03
beruf,0.73,0.7,0.4,0.02
pers,0.64,0.72,0.47,0.25
telef,0.95,0.96,0.9,0.63
gastarb,0.25,0.35,0.14,0.07
kredit,0.83,0.88,0.72,0.42
