Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.95,0.94,0.83,0.28
moral,0.8,0.76,0.45,0.08
verw,0.9,0.78,0.49,0.01
sparkont,0.75,0.74,0.37,0.09
beszeit,0.96,0.94,0.82,0.21
rate,0.93,0.93,0.76,0.34
famges,0.83,0.8,0.54,0.12
buerge,0.28,0.36,0.12,0.05
wohnzeit,0.93,0.93,0.78,0.34
verm,0.99,0.99,0.95,0.58
weitkred,0.49,0.55,0.24,0.08
wohn,0.75,0.79,0.5,0.2
bishkred,0.7,0.63,0.36,0.03
beruf,0.73,0.71,0.4,0.03
pers,0.61,0.7,0.44,0.23
telef,0.97,0.98,0.93,0.69
gastarb,0.26,0.36,0.15,0.07
kredit,0.83,0.88,0.71,0.42
