29, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
17, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,10, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, >50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,15, United-States, <=50K
42, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,44, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-spouse-absent, Sales, Not-in-family, White, Female,7687,0,35, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, England, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, <=50K
58, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,48, United-States, <=50K
62, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,98, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,38, Mexico, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
54, Private, Doctorate, Widowed, Craft-repair, Husband, White, Male,4983,0,40, United-States, <=50K
24, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, United-States, <=50K
69, Self-emp-inc, Some-college, Divorced, Sales, Unmarried, White, Female,2870,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, United-States, >50K
32, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Greece, <=50K
