Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.97,0.97,0.88,0.41
moral,0.79,0.75,0.43,0.08
verw,0.89,0.78,0.46,0.02
sparkont,0.92,0.91,0.69,0.28
beszeit,0.95,0.93,0.79,0.18
rate,0.91,0.91,0.71,0.3
famges,0.9,0.89,0.69,0.27
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.93,0.92,0.77,0.31
verm,1.0,1.0,0.98,0.74
weitkred,0.45,0.49,0.22,0.03
wohn,0.9,0.92,0.76,0.36
bishkred,0.64,0.57,0.31,0.01
beruf,0.67,0.66,0.33,0.02
pers,0.45,0.56,0.29,0.15
telef,0.96,0.97,0.93,0.68
gastarb,0.72,0.79,0.56,0.31
kredit,0.85,0.89,0.73,0.44
