Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.94,0.92,0.79,0.2
moral,0.8,0.77,0.45,0.08
verw,0.9,0.79,0.5,0.03
sparkont,0.77,0.77,0.4,0.1
beszeit,0.93,0.9,0.73,0.13
rate,0.91,0.91,0.73,0.3
famges,0.81,0.8,0.52,0.14
buerge,0.32,0.39,0.13,0.04
wohnzeit,0.91,0.9,0.71,0.27
verm,0.99,0.98,0.95,0.56
weitkred,0.53,0.58,0.27,0.06
wohn,0.76,0.79,0.51,0.19
bishkred,0.66,0.57,0.32,0.01
beruf,0.77,0.72,0.46,0.01
pers,0.64,0.72,0.47,0.25
telef,0.97,0.98,0.93,0.69
gastarb,0.33,0.44,0.2,0.1
kredit,0.86,0.89,0.75,0.45
