value,frequency,column
 Private,0.739607940652327,work_class
 Self-emp-not-inc,0.08363380164946745,work_class
 Local-gov,0.06792656139914625,work_class
 State-gov,0.04235567159849144,work_class
 Self-emp-inc,0.03531020763396742,work_class
 Federal-gov,0.030709934104189977,work_class
 Without-pay,0.00045588296241037753,work_class
 HS-grad,0.3277798499730615,education
 Some-college,0.2208545733349911,education
 Bachelors,0.16672883252517717,education
 Masters,0.05321397488499316,education
 Assoc-voc,0.0422727837871441,education
 11th,0.03547598325666211,education
 Assoc-acdm,0.03356956359567326,education
 10th,0.027933192424054044,education
 7th-8th,0.01864975755315181,education
 Prof-school,0.017696547722657382,education
 9th,0.01500269385386879,education
 12th,0.012516059513448547,education
 Doctorate,0.012350283890753865,education
 5th-6th,0.009241990965228562,education
 1st-4th,0.0050976003978614945,education
 Preschool,0.0016163123212731567,education
 Married-civ-spouse,0.467280036470637,marital_status
 Never-married,0.32396701065108374,marital_status
 Divorced,0.13767665464793402,marital_status
 Separated,0.031124373160926685,marital_status
 Widowed,0.026689875253843923,marital_status
 Married-spouse-absent,0.012474615607774877,marital_status
 Married-AF-spouse,0.0007874342077997431,marital_status
 Prof-specialty,0.13353226408056695,occupation
 Craft-repair,0.1332007128351776,occupation
 Exec-managerial,0.13034108334369432,occupation
 Adm-clerical,0.12466326826640142,occupation
 Sales,0.1191926727174769,occupation
 Other-service,0.1071739400721124,occupation
 Machine-op-inspct,0.06452816113390526,occupation
 Transport-moving,0.05201210162045671,occupation
 Handlers-cleaners,0.04583695967507978,occupation
 Farming-fishing,0.03332090016163123,occupation
 Tech-support,0.029715280368021884,occupation
 Protective-serv,0.0216337187616561,occupation
 Priv-house-serv,0.004600273529777446,occupation
 Armed-Forces,0.0002486634340420241,occupation
 Husband,0.4130714078494757,relationship
 Not-in-family,0.2552530150441378,relationship
 Own-child,0.14696008951883627,relationship
 Unmarried,0.10709105226076505,relationship
 Wife,0.047453271996352936,relationship
 Other-relative,0.03017116333043226,relationship
 White,0.8604169256910771,race
 Black,0.09358033901114841,race
 Asian-Pac-Islander,0.028844958348874798,race
 Amer-Indian-Eskimo,0.00973931783331261,race
 Other,0.007418459115587053,race
 Male,0.6752455551411165,sex
 Female,0.3247544448588835,sex
 United-States,0.9129263541796179,native_country
 Mexico,0.02113639189357205,native_country
 Philippines,0.006175141945376932,native_country
 Puerto-Rico,0.0040200588503460566,native_country
 Germany,0.0038957271333250445,native_country
 Canada,0.0036056197936093497,native_country
 El-Salvador,0.0033984002652409965,native_country
 Cuba,0.00302540511417796,native_country
 Jamaica,0.0028181855858096065,native_country
 India,0.002776741680135936,native_country
 England,0.002486634340420241,native_country
 South,0.0024451904347465706,native_country
 Guatemala,0.0021965270007045464,native_country
 Vietnam,0.002113639189357205,native_country
 China,0.002113639189357205,native_country
 Dominican-Republic,0.002113639189357205,native_country
 Italy,0.0020307513780098638,native_country
 Japan,0.0019478635666625222,native_country
 Poland,0.0016577562269468275,native_country
 Columbia,0.0016163123212731567,native_country
 Taiwan,0.0013676488872311327,native_country
 Iran,0.001326204981557462,native_country
 Haiti,0.0012847610758837914,native_country
 Portugal,0.0011604293588627793,native_country
 Nicaragua,0.0011189854531891085,native_country
 France,0.0009946537361680964,native_country
 Peru,0.0009532098304944258,native_country
 Greece,0.0009117659248207551,native_country
 Hong,0.000663102490778731,native_country
 Thailand,0.000663102490778731,native_country
 Ecuador,0.000663102490778731,native_country
 Ireland,0.0006216585851050603,native_country
 Cambodia,0.0005802146794313896,native_country
 Honduras,0.0004973268680840482,native_country
 Yugoslavia,0.0004973268680840482,native_country
 Outlying-US(Guam-USVI-etc),0.0004973268680840482,native_country
 Laos,0.00045588296241037753,native_country
 Trinadad&Tobago,0.00045588296241037753,native_country
 Scotland,0.0003729951510630362,native_country
 Hungary,0.0003729951510630362,native_country
 Holand-Netherlands,4.1443905673670685e-05,native_country
 <=50K,0.7510879025239339,income
 >50K,0.24891209747606616,income
