Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.92,0.78,0.19
moral,0.82,0.78,0.47,0.09
verw,0.9,0.8,0.5,0.02
sparkont,0.76,0.75,0.38,0.09
beszeit,0.93,0.92,0.74,0.2
rate,0.91,0.91,0.72,0.28
famges,0.81,0.78,0.51,0.11
buerge,0.32,0.4,0.14,0.05
wohnzeit,0.94,0.93,0.79,0.37
verm,0.98,0.98,0.93,0.51
weitkred,0.5,0.56,0.25,0.08
wohn,0.73,0.76,0.48,0.16
bishkred,0.66,0.58,0.32,0.03
beruf,0.73,0.71,0.41,0.03
pers,0.62,0.71,0.45,0.24
telef,0.96,0.97,0.92,0.66
gastarb,0.38,0.48,0.23,0.12
kredit,0.87,0.9,0.76,0.47
