,type,this_epoch,total_epochs,batch_num,loss
48,epoch,1,50,48,57398.297
97,epoch,2,50,48,41467.773
146,epoch,3,50,48,39056.375
195,epoch,4,50,48,37072.625
244,epoch,5,50,48,35063.164
293,epoch,6,50,48,32733.178
342,epoch,7,50,48,30229.803
391,epoch,8,50,48,27773.035
440,epoch,9,50,48,25721.414
489,epoch,10,50,48,23795.256
538,epoch,11,50,48,22235.342
587,epoch,12,50,48,20930.543
636,epoch,13,50,48,17751.361
685,epoch,14,50,48,12193.725
734,epoch,15,50,48,7542.476
783,epoch,16,50,48,5536.769
832,epoch,17,50,48,4555.3525
881,epoch,18,50,48,3762.6821
930,epoch,19,50,48,3337.606
979,epoch,20,50,48,2833.7966
1028,epoch,21,50,48,3065.708
1077,epoch,22,50,48,2031.8113
1126,epoch,23,50,48,1108.2915
1175,epoch,24,50,48,781.40894
1224,epoch,25,50,48,635.02374
1273,epoch,26,50,48,604.7018
1322,epoch,27,50,48,529.60706
1371,epoch,28,50,48,446.69403
1420,epoch,29,50,48,426.2999
1469,epoch,30,50,48,388.13763
1518,epoch,31,50,48,319.10785
1567,epoch,32,50,48,322.4678
1616,epoch,33,50,48,278.05292
1665,epoch,34,50,48,252.92477
1714,epoch,35,50,48,267.16284
1763,epoch,36,50,48,247.48985
1812,epoch,37,50,48,235.05832
1861,epoch,38,50,48,242.70793
1910,epoch,39,50,48,236.25708
1959,epoch,40,50,48,220.22842
2008,epoch,41,50,48,218.63036
2057,epoch,42,50,48,236.611
2106,epoch,43,50,48,204.09314
2155,epoch,44,50,48,206.6727
2204,epoch,45,50,48,210.70726
2253,epoch,46,50,48,195.79102
2302,epoch,47,50,48,225.66193
2351,epoch,48,50,48,179.9921
2400,epoch,49,50,48,171.62927
2449,epoch,50,50,48,177.49664
